AnguloError,Distancia,Comando
106.8325577059795,101.50093367101898,4
107.48692510833143,113.87016707153516,4
106.11317361643887,115.57209483335375,4
106.72609540568726,115.57209483335375,4
107.89216002328757,115.80980212722154,4
106.80724572771157,114.60000630124884,4
106.84289959959551,114.60000630124884,4
106.31957728453517,113.62840219030996,4
105.74310015976559,114.36852836191336,4
105.94243894473965,113.16983456367623,4
105.86720491823951,114.14534206481352,4
106.57668365916572,113.16983456367623,4
106.46579576078165,114.14534206481352,4
106.61940981046524,113.16983456367623,4
105.58536591648743,112.74488514348161,4
106.23340614323536,111.97616992320249,4
106.01782546497103,113.93049613916719,4
106.01782546497103,113.93049613916719,4
104.1408437473134,114.70355027575971,4
105.79465830563976,115.12126986363867,4
105.79465830563976,115.12126986363867,4
106.01782546497103,113.93049613916719,4
105.30793038282883,114.90824866144392,4
106.1656617589559,113.72403785453758,4
104.29275690032273,114.5072193413465,4
104.29275690032273,114.5072193413465,4
104.23389841405555,115.48874811517648,4
104.32921850893842,114.5072193413465,4
130.96162349089354,175.24965583503456,4
-3.77835024609177,249.68980756130196,1
-5.324699938724958,245.8373446000424,1
-4.503105358307144,252.4480144505003,1
-2.6242200277820564,256.12692166189794,1
-3.275211130889276,256.9435735720977,1
-3.4973068592280754,257.0311265197272,1
-3.7244007503994334,256.12692166189794,1
-3.485571112934495,256.03515383634334,1
